OBJECTID,record_id,date_opened,record_status,date_closed,Full,record_type,record_type_category,record_type_group,record_type_subtype,record_type_type,record_type_4level,Address,description,planner_id,module,City,State,Zip
"62,110",2014.1302,08/22/2014 12:00:00 AM +0000,Under Review,,2906 FOLSOM ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2906 FOLSOM ST,Variance request to the rear yard requirement to permit the reconfiguration of dwelling units in an existing non-conforming structure.,RSUCRE,Planning,San Francisco,Ca,94105
"42,642",2016-000240PRJ,01/07/2016 12:00:00 AM +0000,Under Review,,1322 WAWONA ST 94116,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1322 Wawona Street,"Construction of a new garage (partially excavated); reconfiguration of entry stairs, and a new expansion at the front of the xisting property. A new deck at the rear is also proposed.",SJIMENEZ,Planning,San Francisco,Ca,94118
"89,108",2010.0305,04/28/2010 12:00:00 AM +0000,Under Review,05/09/2016 12:00:00 AM +0000,"1500 SUNNYDALE AV, SAN FRANCISCO, CA 94134",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,Sunnydale HOPE SF Master Plan,"The project project is the Sunnydale HOPE SF Master Plan. The proposed project would demolish the existing Sunnydale public housing complexes and construct replacement housing, new market rate housing, infrastructure, open space, and community ammentities. The proposed Master Plan would result demoltition of 785 existing residential units, and development of 1,700 residential units, 1,441 off-street parking spaces, 50,00 square-feet of recreation and education facilities, 16,000 sq. ft. of retail, 16,000 sq.ft. of youth and senior services, and new infrastructure including a new street network.",,Planning,San Francisco,Ca,94110
"72,466",2013.0335Y,03/21/2013 12:00:00 AM +0000,On Hold,,"222 02ND ST, SAN FRANCISCO, CA 94105",Notice of Use-TDR (TDU),TDU,Planning,Letters,Research,Planning/Research/Letters/TDU,222 02ND ST,Transfer of Development Rights (TDR),CGROB,Planning,San Francisco,Ca,94102
"9,568",2018-006186PRJ,04/19/2018 12:00:00 AM +0000,Open,,45 PROSPECT AVE 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,45 PROSPECT AVENUE,Excavation of craw space for (N) 620 sq. ft. habitable space.,VBYRD,Planning,San Francisco,Ca,94109
"13,418",2018-000813PRJ,01/11/2018 12:00:00 AM +0000,Under Review,,939 ELLIS ST 94109,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,939 ELLIS ST,"Conditional Use Authorization application to  permit a change of use to Health Services for  Kaiser Permanente. Reuse of existing office building with no exterior changes proposed. The facility will typically operate between 7am-8pm Monday-Friday with shorter hours on Saturday. The majority of patients will be seen between 9am to 5pm Monday to Friday. Kaiser does not propose any expansion of exterior modifications to the existing building at 939 Ellis Street, so there would not be an increase in square footage with the requested CUP. Kaiser Permanente is in the process of developing the floor plans for the building so does not have final layouts. Exemption analyzed the change of use of the entire building approximately 117,498 square feet.",MWOODS,Planning,San Francisco,Ca,94124
"1,596",2018-015316PIC,11/08/2018 12:00:00 AM +0000,Consultation,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,1439-1441 South Van Ness,Legalize UD at ground floor per ORD 43-14,MCHANDLE,Planning,San Francisco,Ca,94103
"52,232",2015-006966PRJ,06/03/2015 12:00:00 AM +0000,Actions Pending,08/05/2016 12:00:00 AM +0000,224 LAIDLEY ST 94131,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,224 Laidley Street,Vertical and horizontal expansion. Excavation of basement and ground floor levels to create habitable space. Front faade reconfiguration.,EGORDON,Planning,San Francisco,Ca,94107
"59,694",2014-001505PRJ,11/14/2014 12:00:00 AM +0000,Under Review,,2728 22ND ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2724-2728 22nd Street,Install (N) garage at first floor level with (N) foundation. Enclose (E) light well at first floor level. Install 2 toilets at first floor level.,EJARDINE,Planning,San Francisco,Ca,94114
39,2018-017224PRJ,12/24/2018 12:00:00 AM +0000,Submitted,,101 SPEAR ST 94105,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,101 SPEAR ST,"Exterior improvements include signage and modification to existing windows for access to new exterior decking. Interior improvements for use of the lobby for dinning will retain existing character defining features including murals, openings, telephone booths, light fixtures, entries, decorative tile and grille work.",VLEWIS,Planning,San Francisco,Ca,94112
"7,378",2018-008456PRJ,06/14/2018 12:00:00 AM +0000,Under Review,,28 CYRIL MAGNIN ST 94102,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,28 CYRIL MAGNIN ST,"INSTALL ELECTRIC PROJECTING DOUBLE FACED SIGN ""AXIOM"" ON EXISTING CANOPY @ POWELL ST",JVIMR,Planning,San Francisco,Ca,94124
"21,119",2017-008334PRJ,06/29/2017 12:00:00 AM +0000,Under Review,,4230 18TH ST 94114,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,4230 18th Street,Conditional Use Authorization to permit a change of use from Commercial/Retail to Tourist Hotel/Retail and demolition and construction of a new commercial building .,JHORN,Planning,San Francisco,Ca,94124
"60,060",2014-001103PRJ,11/06/2014 12:00:00 AM +0000,Under Review,,5739 MISSION ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,5739 MISSION ST,"Demolish existing 2 unit residential structure and replace with 4 story, 7-unit building.",JHORN,Planning,San Francisco,Ca,94131
"1,753",2018-015223PRJ,11/06/2018 12:00:00 AM +0000,Under Review,,1657 POWELL ST 94133,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1657 POWELL ST,MODIFYING AN (E) COFFEE RETAIL SPACE INTO A TEMPORARY LOCATION FOR COIT LIQUORS STORE. INTERIOR SHELVING & DISPLAYS,APERRY,Planning,San Francisco,Ca,
"42,824",2016-000054PRJ,01/04/2016 12:00:00 AM +0000,Under Review,04/01/2016 12:00:00 AM +0000,1840 GOLDEN GATE AVE 94115,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1840- 1844 Golden Gate,"NEW 453 SQ FT ROOF DECK, MODIFICATION OF (E) STAIRWAY & CREATE NEW EXTERIOR STAIR TO ACCESS ROOF.",WFARRENS,Planning,San Francisco,Ca,94115
"7,046",2018-008859PRJ,06/22/2018 12:00:00 AM +0000,Under Review,,4231 A 26TH ST 94131,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,4231 26TH ST,REAR BLDG - TO COMPLY WITH NOV 201835612 AND COMPLAINT 2018002796ENF - REPLACE (E) GUARDRAIL IN-KIND PER PLAN. REMOVE AS-BUILT PATIO PER PLAN. LEGALIZE AS-BUILT ROOF DECK AT REAR PER PLAN. MAHER N/A,CCAMPBEL,Planning,San Francisco,Ca,94108
"4,343",2018-012067PRJ,09/04/2018 12:00:00 AM +0000,Accepted,,1326 GROVE ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1326 GROVE ST,CHANGE OF USE PER OFFICE OF CANABIS & PLANING FROM MEDICAL CANNABIS TO RECREATIONAL CANNABIS. NO CONSTRUCTION; PREVIOUS TENANT IMPROVEMENT UNDER 201711093642.,MCHRISTE,Planning,San Francisco,Ca,94103
"9,279",2018-009733PRJ,04/26/2018 12:00:00 AM +0000,Open,,290 SAN BRUNO AVE 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,290 SAN BRUNO AVENUE,"UPS purchased this property on 9/1/2016. The previous property owner moved out on 12/31/2016. There are currently two buildings on site sharing a common parking lot. UPS (United Parcel Service is planning to demolish (1) building and convert the pace into trailer staging area majority of the year, while running small peak season package distribution operations the last 8 weeks of the year. The scheduled for demolition has been vacant since 1/1/17. As a staging area, there will be modular distribution centers (prefabricated trailers) to handle loading and unloading of packages. The site improvement work includes grading, paving, storm water treatment, chain link fence and gates, site lighting and trash enclosure.",VBYRD,Planning,San Francisco,Ca,94110
"10,421",2018-004545PRJ,03/29/2018 12:00:00 AM +0000,Under Review,,351 12TH ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,351 12th STREET,"Proposed project is redevelop Lot C per the State Density Bonus Law, into an affordable-by-design rental housing project. The proposed project is the ""Bonus Project,"" which includes the density to which the Project Sponsor is entitled per California State Law. The ""Base Project"" is an illustration showing a hypothetical project that complies with base zoning, which serves as the basis for calculating bonus density under state law.",VFLORES,Planning,San Francisco,Ca,94131
"19,357",2017-010326PRJ,08/11/2017 12:00:00 AM +0000,Under Review,,920 VALENCIA ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,920 VALENCIA ST,REPLACE 20 PIECES ALUMINUM CLAD WOOD WINDOWS.,MGIACOMU,Planning,San Francisco,Ca,94110
"65,219",2014.0502,04/08/2014 12:00:00 AM +0000,Under Review,,"634 45TH AV, SAN FRANCISCO, CA 94121",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,634 45TH AV,Demo. of existing property,,Planning,San Francisco,Ca,94134
"23,476",2017-005787PRJ,05/09/2017 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,Pier 29,The proposed project is to adapt the interior central and southern portion of the Pier 29 bulkhead and a portion of the adjacent transit shed into a new retail space with food and beverage component.,VBYRD,Planning,San Francisco,Ca,94103
"13,474",2018-000674PRJ,01/09/2018 12:00:00 AM +0000,Open,,120 VARENNES ST 94133,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,120 VARENNES ST,Renovation of residential flats building,,Planning,San Francisco,Ca,94109
"44,769",2015-015553PRJ,12/01/2015 12:00:00 AM +0000,Accepted,,424 MERCHANT ST 94111,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,439 WASHINGTON ST,"The proposed project would demolish a three-story building at 425 Washington and a two-story building at 439 Washington and construct a 22 story, 309 room, visitor-serving hotel with grade-level retail.",NFOSTER,Planning,San Francisco,Ca,94123
"19,163",2017-010613PRL,08/17/2017 12:00:00 AM +0000,Open,,601 HAIGHT ST 94117,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,255 Steiner Street - AT&T Mobility Macro WTS Faciltiy Modification,"AT&T MODIFICATION: R&R (6) EXISTING RRUS WITH (6) RRUS, REMOVE (3) EXISTING RRUW-01, REMOVE UNUSED EQUIPMENT, INSTALL (N) RF STRIPING & (N) RF BARRICADES.",AWOODS,Planning,San Francisco,Ca,94110
"1,204",2018-015818PRL,11/20/2018 12:00:00 AM +0000,Under Review,,1345 OCEAN AVE 94112,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,1345 Ocean Avenue - ATT Mobility WTS Facility,ATT is requesting approval for modification of existing Macro WTS facility,AWOODS,Planning,San Francisco,Ca,94107
"46,368",2015-013876PRJ,10/15/2015 12:00:00 AM +0000,Under Review,,207 POWELL ST 94102,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,207 POWELL ST,ACCESS UPGRADES. N/A ORDINANCE #155-13,MLAVALLE,Planning,San Francisco,Ca,94118
"68,452",2013.1458,10/09/2013 12:00:00 AM +0000,Under Review,,"198 VALENCIA ST, SAN FRANCISCO, CA",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,198 VALENCIA ST,"The project would demolish the existing one-story, 1,877 square foot automotive service station (dba Oil Changer) and construct a new five-story, 55 foot tall, 33,795 gross square foot mixed-use building that includes two retail spaces totaling 6,269 square feet at the ground story, 28 dwelling units on the second through fifth stories, 19 below-grade off-street parking spaces, 29 Class I bicycle parking spaces, and four Class II bicycle parking spaces. The Project includes a dwelling unit mix consisting of twelve (12) two-bedroom units, and sixteen (16) one-bedroom units.",JDISALVO,Planning,San Francisco,Ca,94118
"4,804",2018-011574TDU,08/22/2018 12:00:00 AM +0000,Under Review,,120 STOCKTON ST 94108,Notice of Use-TDR (TDU),TDU,Planning,Letters,Research,Planning/Research/Letters/TDU,120 STOCKTON ST,Notice of Use for Transferable Development Rights,APERRY,Planning,San Francisco,Ca,94117
"29,347",2016-013850PRJ,12/09/2016 12:00:00 AM +0000,Under Review,,915 CAYUGA AVE 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,915 CAYUGA AVE,"Proposed new construction of 103 residential units ( 21 studios, 13 one-bedroom units, 61 two-bedroom units & 8 three-bedroom units)
The PPA was submitted on 10/24/16 and the 90 day deadline is 1/22/17.",,Planning,San Francisco,Ca,94102
"51,079",2015-008231PRJ,07/01/2015 12:00:00 AM +0000,On Hold,,757 VALENCIA ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,757 VALENCIA ST,"INSTALL 9' X 20', 1-STORY, TYPE 5, CONTAINER RESTAURANT.",EJARDINE,Planning,San Francisco,Ca,94117
"20,830",2017-008654PRL,07/07/2017 12:00:00 AM +0000,Open,,1261 NOE ST 94114,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,,Replace existing wood windows with new wood windows,,Planning,San Francisco,Ca,94103
"17,550",2017-012373PRJ,09/25/2017 12:00:00 AM +0000,Under Review,,950 JAMESTOWN AVE 94124,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,950 JAMESTOWN AVE,"New construction of three-story, 3334 sq. ft. single-family dwelling.",XLIANG,Planning,San Francisco,Ca,94123
"11,161",2018-003541PRJ,03/13/2018 12:00:00 AM +0000,Under Review,,49 KEARNY ST 94108,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,49 KEARNY ST,CHANGE OF USE FROM MCD TO CANNABIS RETAIL ON 3RD FLR. REF# 2016-0913-7583,APERRY,Planning,San Francisco,Ca,94117
"61,554",2014.1436,09/18/2014 12:00:00 AM +0000,Under Review,,"100 POWELL ST, SAN FRANCISCO, CA 94102",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,100 POWELL ST,2 LOT Merger & 4 Lot Air Space Subdivision,,Planning,San Francisco,Ca,94110
"8,405",2018-007230PRJ,05/17/2018 12:00:00 AM +0000,Under Review,,699 MARKET ST 94105,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,699 MARKET ST,"TO ERECT ELECTRIC, WALL, SINGLE FACED SIGN. (2 SIGNS) ** MAHER: N/A **",JVIMR,Planning,San Francisco,Ca,94110
"17,342",2017-016131PRJ,09/28/2017 12:00:00 AM +0000,Open,,282 URBANO DR 94127,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,282 URBANO DRIVE,"To excavate existing basement floor to create livable space. No exterior changes, and no expansion beyond building envelope. Project would include retaining wall work.",VBYRD,Planning,San Francisco,Ca,94105
709,2018-016385PRJ,12/05/2018 12:00:00 AM +0000,Accepted,,1439 SOUTH VAN NESS AVE 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1439 SOUTH VAN NESS AVE,Conditional Use Authorization to permit he removal of an unauthorized dwelling unit at the ground floor of an existing 2-unit dwelling.,,Planning,San Francisco,Ca,94110
"1,540",2018-015427PRL,11/09/2018 12:00:00 AM +0000,Under Review,,369 THE EMBARCADERO 94105,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,353 Embarcadero - ATT PROW WTS Facility Installation,ATT is requesting approval for modification of existing Macro WTS Facility,AWOODS,Planning,San Francisco,Ca,94110
"1,262",2018-015743PRL,11/19/2018 12:00:00 AM +0000,Under Review,,2 HENRY ADAMS ST 94103,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,2 Henry Adams - ATT WTS Facility,ATT is requesting approval for modification of existing Macro WTS facility,AWOODS,Planning,San Francisco,Ca,94105
"17,719",2017-012132PRJ,09/21/2017 12:00:00 AM +0000,Under Review,02/27/2018 12:00:00 AM +0000,99 CEDRO AVE 94127,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,99 CEDRO AVE,Variance request from the rear yard requirement to permit enlargement of an existing detached 1-car garage to create a new 2-car garage at the rear of an existing SFH.,CTOWNES,Planning,San Francisco,Ca,94102
"2,056",2018-014839PRJ,10/30/2018 12:00:00 AM +0000,Under Review,,1 BUSH ST 94104,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1 BUSH ST,The project proposes 120 square foot semi-permanent kiosk with an automated coffee dispensing robot to serve beverages.,JVIMR,Planning,San Francisco,Ca,94114
"34,045",2016-010445PRJ,08/11/2016 12:00:00 AM +0000,Under Review,,"233 GREENWICH ST, #1 94133",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,233 GREENWICH ST,RECONFIGURE ENTRY STAIRWQAY. NEW DECK @ TOP FLOOR UNIT #3. REPLACE EXISTING WINDOWS. NEW COMPLIANT FIRE EXIT STAIRCASE. CODE COMPLIANT RAILING AND DECKING @ REAR BALCONIES.,JVIMR,Planning,San Francisco,Ca,94103
"82,395",2011.0825,07/28/2011 12:00:00 AM +0000,Under Review,,"1248 SILVER AV, SAN FRANCISCO, CA 94134",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1248 SILVER AV,Rear Yard Variance,CTOWNES,Planning,San Francisco,Ca,94102
"64,924",2014.0584,04/20/2014 12:00:00 AM +0000,Under Review,,"599 02ND ST, SAN FRANCISCO, CA 94105",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,599 02ND ST,Install one projecting sign,,Planning,San Francisco,Ca,94123
"44,556",2015-015866PRJ,12/03/2015 12:00:00 AM +0000,Under Review,,650 ANDOVER ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,650 ANDOVER ST,Conversion of one dwelling unit to a Community Facility.,ESAMONSK,Planning,San Francisco,Ca,94124
"65,375",2014.0455,03/31/2014 12:00:00 AM +0000,Under Review,,"660 CALIFORNIA ST, SAN FRANCISCO, CA 94108",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,660 CALIFORNIA ST,Statement of Eligibility for Transferable Development Rights,,Planning,San Francisco,Ca,94102
"60,674",2014-000353PRJ,10/23/2014 12:00:00 AM +0000,Under Review,,609 SUTTER ST 94102,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,609 Sutter,Remove and replace windows from 3rd to 9th floor.,ABRASK,Planning,San Francisco,Ca,94108
"30,485",2016-014513PRJ,11/08/2016 12:00:00 AM +0000,Under Review,,1765 CALIFORNIA ST 94109,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1765 CALIFORNIA ST,"Conditional Use Authorization to establish a Formula Retail Limited Restaurant (d.b.a. Genji Sushi, specializing in sushi packaged for takeout) inside the existing Whole Foods Market grocery store, to occupy a portion of the existing deli and food preparation area with approximately 400 square feet of floor area. The proposal will not involve tenant improvements to the ground floor commercial tenant space. There will be no expansion of the existing building envelope.",SYOUNG,Planning,San Francisco,Ca,94123
"42,127",2016-000899PRJ,01/21/2016 12:00:00 AM +0000,Under Review,,6139 GEARY BLVD 94121,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,6137 - 6147 GEARY BLVD,"Change of use on the upper floors from retail/office space to dwelling units to the existing three-story commercial building.  Increase Building height by approx. 2-feet and infill front roof to create new 4th floor, create deck space at rear, side, and roof of building.",SYOUNG,Planning,San Francisco,Ca,94124
"20,311",2017-009278PRJ,07/20/2017 12:00:00 AM +0000,Under Review,,5 NORTH VIEW CT 94109,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,5 NORTH VIEW CT,COMPLY WITH N.O.V. #201770581 - LEGALIZE EXISTING 22X22 (APPROX) REDWOOD ROOF DECK WITH STAINLESS STEEL POSTS & STAINLESS CABLE RAILINGS.,SADINA,Planning,San Francisco,Ca,
"10,145",2018-004771PRJ,04/05/2018 12:00:00 AM +0000,Under Review,,1545 OCEAN AVE 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1545 OCEAN AVE,CHANGE OF USE FOR FROM MEDICAL CANNBIS DISPENSARY TO CANNIBIS RETAIL. REFERENCE #200706204494,GPANTOJA,Planning,San Francisco,Ca,94134
"2,534",2018-014214PIC,10/17/2018 12:00:00 AM +0000,Consultation,,814 NOE ST 94114,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,814 Noe Street - Legalization,"Applicant submitted UDU screen form for review
NO UDU PRESENT AS OF 10/31/18",MCHANDLE,Planning,San Francisco,Ca,94105
"83,841",2011.0409,04/27/2011 12:00:00 AM +0000,Under Review,,925 MISSION ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,925 MISSION ST (5M),"Project review for a development .  A mix of residential, office, retail and other uses on the approx. 4 acre site on the SE corner of 5th/ Mission and extending towards sixth street & south to Howard Street,  The site is comprised of 23 parcels.",CALEXAND,Planning,San Francisco,Ca,94105
"8,959",2018-006669PRJ,05/04/2018 12:00:00 AM +0000,Under Review,,440 ALLISON ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,440 ALLISON ST,RENEW SITE PERMIT APPL# 2010-06-29-5572,GPANTOJA,Planning,San Francisco,Ca,94102
"33,182",2016-011358PRJ,09/02/2016 12:00:00 AM +0000,Open,,638 OAK ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,642 Oak Street,Install a 10-foot-tall screen wall-fence supported by drilled pier foundations at the rear of the property line.,,Planning,San Francisco,Ca,94107
"37,969",2015-012490PRJ,05/06/2016 12:00:00 AM +0000,Under Review,,645 05TH ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,88 Bluxome Street (formerly 645 5th St),"Demolition of existing SF Tennis Club building. Construction of new office space, with publicaly-accessible fitness club, retail space and underground parking / loading.",,Planning,San Francisco,Ca,94107
"7,499",2018-008277PRJ,06/11/2018 12:00:00 AM +0000,Under Review,,952 CLEMENT ST 94118,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,952 CLEMENT ST,"CHANGE OF USE FROM (E) RESTAURANT/OFFICE TO COMMUNITY YOUTH CENTER; LEVEL THE FLOOR, RAISE CEILING HEIGHT, ROOF DECK AND SOLAR PANEL. SECOND FLOOR PARTIAL INFILL.",DWEISSGL,Planning,San Francisco,Ca,94110
"74,805",2012.1384,10/31/2012 12:00:00 AM +0000,Under Review,,"400 02ND ST, SAN FRANCISCO, CA 94105",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,400 02ND ST,Demolition of existing 1-to-4 story buildings and construction of 3 new buildings.,EJARDINE,Planning,San Francisco,Ca,94134
"72,436",2013.0329Y,03/21/2013 12:00:00 AM +0000,On Hold,,"222 02ND ST, SAN FRANCISCO, CA 94105",Notice of Use-TDR (TDU),TDU,Planning,Letters,Research,Planning/Research/Letters/TDU,222 02ND ST,Notice of Use for Transferable Development Rights,CGROB,Planning,San Francisco,Ca,94102
"12,896",2018-002508PRJ,01/29/2018 12:00:00 AM +0000,Under Review,,4250 26TH ST 94114,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,4250 26th STREET,"Demolition of an (existing) 3-story, 1-unit residential building, and the construction of a (new) 4-story, 1-unit residential building. Proposed building would consist of an approximately 7,688 square foot, 31 foot tall building.",GPANTOJA,Planning,San Francisco,Ca,94121
"62,380",2014.1219N,08/11/2014 12:00:00 AM +0000,TDR Letter Issued,12/02/2014 12:00:00 AM +0000,"156 02ND ST, SAN FRANCISCO, CA 94103",Certificate of Transfer-TDR (TDT),TDT,Planning,Letters,Research,Planning/Research/Letters/TDT,156 02ND ST,Cetificate of Transfer for Transferable Development Rights (for a secondary party),CGROB,Planning,San Francisco,Ca,94114
"30,244",2016-014777PRJ,11/15/2016 12:00:00 AM +0000,Under Review,,357 CUMBERLAND ST 94114,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,357 Cumberland Street,Interior and exterior alterations and modifications.,CCAMPBEL,Planning,San Francisco,Ca,94110
"24,218",2017-004897ZAD,04/20/2017 12:00:00 AM +0000,Under Review,,374 BRANNAN ST 94107,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,374 Brannan Street - ZAD Request,Request for Letter of Determination,NKWIATKO,Planning,San Francisco,Ca,94109
"27,580",2017-001157PRJ,01/27/2017 12:00:00 AM +0000,Under Review,,179 PARIS ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,179 PARIS ST,COMPLY WITH NOV #201410091: TO REMOVE ILLEGAL CONSTRUCTION AT REAR AND REVER BLDG BACK TO ORIGINAL CONDITION.,SJIMENEZ,Planning,San Francisco,Ca,94115
"41,112",2016-002161PRJ,02/17/2016 12:00:00 AM +0000,Open,,30 LANGTON ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,30 Langton Street,"Proposed demolition of an existing 2-story office building. Construction of a new 5-unit, 4-story residential dwelling.",,Planning,San Francisco,Ca,94103
"7,401",2018-008427PRJ,06/13/2018 12:00:00 AM +0000,Accepted,,1182 MARKET ST 94102,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1182 MARKET ST,"PAINTED WALL, NON ELECTRIC, SINGLE FACED, ""SHN"" IN 2 LOCATIONS ON BUILDING",TFRYE,Planning,San Francisco,Ca,94134
"55,662",2015-002864ZAD,03/09/2015 12:00:00 AM +0000,Accepted,,55 LAGUNA ST 94102,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,"55 Laguna Street (aka 35, 65 & 95 Laguna and 205 Haight)  0857/002-005 (aka 0870/001, 002, 003 and 0857/001, 001A, 999); Letter of",LOD to clarify which conditions do not apply to the affordable housing parcels and are solely the responsibly of the market-rate developer. Also to address potential enforcement should developers fail to comply with conditions of Motion No. 18693.,SVELLVE,Planning,San Francisco,Ca,94110
"47,764",2015-009928PRJ,09/15/2015 12:00:00 AM +0000,Under Review,,75 ARKANSAS ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,75 ARKANSAS ST,"Demolition of existing 1-story warehouse building.  Proposed new construction of a 4 story mixed-use building, with 7,584 sf of  ground floor retail and multipurpose space with 57,456 sf of residential over 3 floors of student housing consisting of 30 units.  The 30 units will contain 228 student beds. The project includes no off-street vehicle parking and 80 Class I bicycle spaces and 12 Class II bicycle spaces.",EJARDINE,Planning,San Francisco,Ca,94114
