OBJECTID,record_id,date_opened,record_status,date_closed,Full,record_type,record_type_category,record_type_group,record_type_subtype,record_type_type,record_type_4level,Address,description,planner_id,module,City,State,Zip,address,record_name
"42,127",2016-000899PRJ,01/21/2016 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Change of use on the upper floors from retail/office space to dwelling units to the existing three-story commercial building.  Increase Building height by approx. 2-feet and infill front roof to create new 4th floor, create deck space at rear, side, and roof of building.",SYOUNG,Planning,,,,6139 GEARY BLVD 94121,6137 - 6147 GEARY BLVD
"4,583",2018-011735PRJ,08/28/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Legalization of an illegal dwelling unit.,BHICKS,Planning,,,,300 SOMERSET ST 94134,300 SOMERSET ST
"20,311",2017-009278PRJ,07/20/2017 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,COMPLY WITH N.O.V. #201770581 - LEGALIZE EXISTING 22X22 (APPROX) REDWOOD ROOF DECK WITH STAINLESS STEEL POSTS & STAINLESS CABLE RAILINGS.,SADINA,Planning,,,,5 NORTH VIEW CT 94109,5 NORTH VIEW CT
"10,145",2018-004771PRJ,04/05/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,CHANGE OF USE FOR FROM MEDICAL CANNBIS DISPENSARY TO CANNIBIS RETAIL. REFERENCE #200706204494,GPANTOJA,Planning,,,,1545 OCEAN AVE 94112,1545 OCEAN AVE
"2,534",2018-014214PIC,10/17/2018 12:00:00 AM +0000,Consultation,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,"Applicant submitted UDU screen form for reviewNO UDU PRESENT AS OF 10/31/18",MCHANDLE,Planning,,,,814 NOE ST 94114,814 Noe Street - Legalization
"3,476",2018-013064PIC,09/24/2018 12:00:00 AM +0000,Consultation,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,ADU c6,DGANETSO,Planning,,,,450 WAWONA ST 94116,450 Wawona Street
"83,841",2011.0409,04/27/2011 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Project review for a development .  A mix of residential, office, retail and other uses on the approx. 4 acre site on the SE corner of 5th/ Mission and extending towards sixth street & south to Howard Street,  The site is comprised of 23 parcels.",CALEXAND,Planning,,,,925 MISSION ST 94103,925 MISSION ST (5M)
"28,896",2016-016287PRJ,12/21/2016 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"TO ERECT 1 STORY, NO BASEMENT, TYPE VB, STORAGE SHED",ESAMONSK,Planning,,,,320 WOODSIDE AVE 94127,320 WOODSIDE AVE
224,2018-016993PIC,12/18/2018 12:00:00 AM +0000,Consultation,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,ADU c4 intake,DWEISSGL,Planning,,,,333 FILLMORE ST 94117,333 FILLMORE ST
"8,959",2018-006669PRJ,05/04/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,RENEW SITE PERMIT APPL# 2010-06-29-5572,GPANTOJA,Planning,,,,440 ALLISON ST 94112,440 ALLISON ST
"33,182",2016-011358PRJ,09/02/2016 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Install a 10-foot-tall screen wall-fence supported by drilled pier foundations at the rear of the property line.,,Planning,,,,638 OAK ST 94117,642 Oak Street
"3,413",2018-013121PIC,09/25/2018 12:00:00 AM +0000,Consultation,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,ADU,DGANETSO,Planning,,,,2223 14TH AVE 94116,2223 14th Avenue
"37,969",2015-012490PRJ,05/06/2016 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Demolition of existing SF Tennis Club building. Construction of new office space, with publicaly-accessible fitness club, retail space and underground parking / loading.",,Planning,,,,645 05TH ST 94107,88 Bluxome Street (formerly 645 5th St)
"7,499",2018-008277PRJ,06/11/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"CHANGE OF USE FROM (E) RESTAURANT/OFFICE TO COMMUNITY YOUTH CENTER; LEVEL THE FLOOR, RAISE CEILING HEIGHT, ROOF DECK AND SOLAR PANEL. SECOND FLOOR PARTIAL INFILL.",DWEISSGL,Planning,,,,952 CLEMENT ST 94118,952 CLEMENT ST
"2,124",2018-014767PRJ,10/29/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,(N) ROOF DECK ON 2ND STORY,BHICKS,Planning,,,,1580 DOLORES ST 94131,1580 DOLORES ST
"74,805",2012.1384,10/31/2012 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Demolition of existing 1-to-4 story buildings and construction of 3 new buildings.,EJARDINE,Planning,,,,"400 02ND ST, SAN FRANCISCO, CA 94105",400 02ND ST
"72,436",2013.0329Y,03/21/2013 12:00:00 AM +0000,On Hold,,,Notice of Use-TDR (TDU),TDU,Planning,Letters,Research,Planning/Research/Letters/TDU,,Notice of Use for Transferable Development Rights,CGROB,Planning,,,,"222 02ND ST, SAN FRANCISCO, CA 94105",222 02ND ST
"12,896",2018-002508PRJ,01/29/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Demolition of an (existing) 3-story, 1-unit residential building, and the construction of a (new) 4-story, 1-unit residential building. Proposed building would consist of an approximately 7,688 square foot, 31 foot tall building.",GPANTOJA,Planning,,,,4250 26TH ST 94114,4250 26th STREET
"13,587",2018-000576PRJ,01/06/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Legalization of an illegal dwelling unit.,SJIMENEZ,Planning,,,,400 MURRAY ST 94110,400 MURRAY ST
"62,380",2014.1219N,08/11/2014 12:00:00 AM +0000,TDR Letter Issued,12/02/2014 12:00:00 AM +0000,,Certificate of Transfer-TDR (TDT),TDT,Planning,Letters,Research,Planning/Research/Letters/TDT,,Cetificate of Transfer for Transferable Development Rights (for a secondary party),CGROB,Planning,,,,"156 02ND ST, SAN FRANCISCO, CA 94103",156 02ND ST
"30,244",2016-014777PRJ,11/15/2016 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Interior and exterior alterations and modifications.,CCAMPBEL,Planning,,,,357 CUMBERLAND ST 94114,357 Cumberland Street
"24,218",2017-004897ZAD,04/20/2017 12:00:00 AM +0000,Under Review,,,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,,Request for Letter of Determination,NKWIATKO,Planning,,,,374 BRANNAN ST 94107,374 Brannan Street - ZAD Request
"2,350",2018-014295PRJ,10/22/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,ADU  at the ground floor,MBOUDREA,Planning,,,,163 PARIS ST 94112,163 Paris Street
"27,580",2017-001157PRJ,01/27/2017 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,COMPLY WITH NOV #201410091: TO REMOVE ILLEGAL CONSTRUCTION AT REAR AND REVER BLDG BACK TO ORIGINAL CONDITION.,SJIMENEZ,Planning,,,,179 PARIS ST 94112,179 PARIS ST
"41,112",2016-002161PRJ,02/17/2016 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Proposed demolition of an existing 2-story office building. Construction of a new 5-unit, 4-story residential dwelling.",,Planning,,,,30 LANGTON ST 94103,30 Langton Street
"7,401",2018-008427PRJ,06/13/2018 12:00:00 AM +0000,Accepted,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"PAINTED WALL, NON ELECTRIC, SINGLE FACED, ""SHN"" IN 2 LOCATIONS ON BUILDING",TFRYE,Planning,,,,1182 MARKET ST 94102,1182 MARKET ST
"7,011",2018-008897PRJ,06/25/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,(N) 232 SQFT GROUND FL BEDROOM ADDIITON. CONVERT 237 SQFT OF BASEMENT STORAGE TO HABITABLE. CONVERT 61 SQFT OF (E) ENTRY PORCH & HABITABLE. (N) SPIRAL STAIRCASE FROM ROOF TO DECK TO REARYARD,MPUTRA,Planning,,,,1730 48TH AVE 94122,1730 48TH AVE
"55,662",2015-002864ZAD,03/09/2015 12:00:00 AM +0000,Accepted,,,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,,LOD to clarify which conditions do not apply to the affordable housing parcels and are solely the responsibly of the market-rate developer. Also to address potential enforcement should developers fail to comply with conditions of Motion No. 18693.,SVELLVE,Planning,,,,55 LAGUNA ST 94102,"55 Laguna Street (aka 35, 65 & 95 Laguna and 205 Haight)  0857/002-005 (aka 0870/001, 002, 003 and 0857/001, 001A, 999); Letter of"
"47,764",2015-009928PRJ,09/15/2015 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Demolition of existing 1-story warehouse building.  Proposed new construction of a 4 story mixed-use building, with 7,584 sf of  ground floor retail and multipurpose space with 57,456 sf of residential over 3 floors of student housing consisting of 30 units.  The 30 units will contain 228 student beds. The project includes no off-street vehicle parking and 80 Class I bicycle spaces and 12 Class II bicycle spaces.",EJARDINE,Planning,,,,75 ARKANSAS ST 94107,75 ARKANSAS ST
"11,296",2018-003366PRL,03/08/2018 12:00:00 AM +0000,Under Review,,,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,,"R&R WOOD SIDING AT VALLEY STREET FACADE. REMOVE PORTION OF WIND SCREEN.50% Repair.",JBANALES,Planning,,,,542 VALLEY ST 94131,542 Valley St
"44,085",2015-015789PRJ,12/10/2015 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"The proposed project would demolish the existing building on the site, and construct a seven-story, 68-foot tall, approximately 58,553 gross-square-foot (gsf) mixed-use building. The building would consist of 50 dwellings, with a mix of 10 (20%) studio, 10 (20%) one-bedroom, 25 (50%) two-bedroom, and 5 (10%) loft units. The ground floor provides for a residential lobby, a community/fitness room, a bicycle storage room for 30 Class 1 bicycle parking spaces, 2,104 sf of commercial space, and a trash room. Below grade 7,651 gsf provides 22 auto parking spaces including 1 car share, 60 Class 1 bicycle parking spaces, building services and storage. The project would provide approximately 2,687 gsf in the rear yard and 4,819 gsf on a roof deck of common open space and approximately 455 gsf of private open space (a total of 5 private balconies) on floors three to seven.  The project is subject to hearing by the Planning Commission under Section 329 for review of a Large Project Authorization and neighborhood notification under Section 312.  Under the Large Project Authorization, the project is seeking exceptions to Planning Code Sections 134 for a rear yard modification and 140 for dwelling unit exposure.The proposed project is located on Lot 004E on Assessors Block 3780: 828 Brannan Street on north side of Brannan Street, at the corner of Langton Street in the South of Market neighborhood and within the UMU (Urban Mixed Use) Zoning and 68-X Height District. The approximately 13,000 square-foot lot is currently occupied by a 2-story industrial building constructed in 1936 which has been determined to not be a historic resource. (Updated 9-10-18 kjd)",KDURANDE,Planning,,,,828 BRANNAN ST 94103,828 BRANNAN ST
"11,348",2018-003275PRJ,03/07/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Variance from the rear yard requirements to permit the expansion and connection of two existing roof decks that extend into the required rear yard.,SYOUNG,Planning,,,,2955 PIERCE ST 94123,2955 PIERCE ST
"62,808",2014.1109,07/17/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Demolish existing one-story garage and construct a 3-story building with two residences and four parking spaces . Variance request to the parking requirement of Bernal Heights SUD.,,Planning,,,,"3125 FOLSOM ST, SAN FRANCISCO, CA 94110",3125 FOLSOM ST
742,2018-016346PIC,12/04/2018 12:00:00 AM +0000,Open,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,ADU c(4),DGANETSO,Planning,,,,658 06TH AVE 94118,658 06th AVENUE
"1,552",2018-015449PIC,11/09/2018 12:00:00 AM +0000,Open,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,ADU C6,MCHANDLE,Planning,,,,199 VALMAR TER 94112,199 valmar Ter
"1,315",2018-015699PIC,11/16/2018 12:00:00 AM +0000,Consultation,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,ADU c4,DGANETSO,Planning,,,,1011 UNION ST 94133,1011 Union Street
158,2018-017031ZAV,12/19/2018 12:00:00 AM +0000,Pending Review,,,Zoning Administrator Verification Letter (ZAV),ZAV,Planning,Letters,Research,Planning/Research/Letters/ZAV,,"AEI Consultants has been retained to conduct a Zoning Analysis Report for a client at Parcel No: 0314001.Please see attached.  In order to complete our report, we are requesting the following information on the property:                                                                                                                                                                       	Zoning Verification Letter	Any Site Plan Approvals/Development Documents on file	Any outstanding building and fire code violations on file	All Variances or Special Permits/Approvals on file	Copies of Certificates of Occupancy on file",BHICKS,Planning,,,,233 GEARY ST 94102,233 Geary Street - ZAV Request
"13,462",2018-000735PRL,01/10/2018 12:00:00 AM +0000,Open,,,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,,"Replace 5 wood sashes at front.  Wood-for-wood, in-kind replacement.  No other work.",,Planning,,,,358 ARGUELLO BLVD 94118,358 Arguello Blvd.
"39,920",2016-003562PRL,03/17/2016 12:00:00 AM +0000,Under Review,,,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,,A MODIFICATION TO AN (E) UNMANNED TELECOMMUNICATION FACILITY CONSISTING OF : REANCHORING (E) PBC 6500 ON (N) WF SLEEPERS. ADDING BATTERIES OT (E) PBC 6500 FOR A TOTAL OF (20) BATTERIES.,SADINA,Planning,,,,,555 Market Street - T-Mobile WTS Modification
"63,619",2014.0908,06/11/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Hotel Conversion,,Planning,,,,"120 ELLIS ST, SAN FRANCISCO, CA 94102",120 Ellis Street
"17,659",2017-012135PRJ,09/21/2017 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Variance from the rear yard requirement to permit the construction of a deck, stairs,and new firewall within the required rear yard.",DWEISSGL,Planning,,,,2243 FULTON ST 94117,2243 FULTON ST
"12,845",2018-001541PRJ,01/29/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,HORIZONTAL EXPANSION TO REAR PORTION OF BLDG. ADD 2ND FL @ REAR. NEW BASEMENT TO ACCOMMODATE GARAGE,KDURANDE,Planning,,,,2963 22ND ST 94110,2963 22ND ST
"17,660",2017-012192PRJ,09/21/2017 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Conditional Use Authorization application to legalize an existing massage establishment within the Equinox fitness center.,LCOOK,Planning,,,,747 MARKET ST 94103,747 MARKET ST
"36,204",2016-007955PRJ,06/17/2016 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"West Plaza terrace and planter alterations, new storefront at lower level of Chocolate Building, replacement of non-historic stairs at Promenade Level.",MLAVALLE,Planning,,,,"900 NORTH POINT ST, #713 94109",900 NORTH POINT ST
"66,254",2014.0232,02/13/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Certificate of Appropriateness request to legalize the enclosure of a rear deck to create a greenhouse.,,Planning,,,,"101 LIBERTY ST, SAN FRANCISCO, CA 94110",101 LIBERTY ST
"3,926",2018-012544ZAD,09/13/2018 12:00:00 AM +0000,Under Review,,,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,,Request for Letter of Determination - Chase Bank/Chinatown Grant Expansion,NTRAN,Planning,,,,1040 GRANT AVE 94133,1040 Grant Avenue - ZAD Request
"13,123",2018-001265PRJ,01/23/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Add 5 new ADU's at ground floor and basement level of (e) building per ordinance # 162-16. No changes to front facade of building or changes to any existing residential units associated with this permit. Not a project under CEQA.,DGANETSO,Planning,,,,1856 PACIFIC AVE 94109,1856 PACIFIC AVE
"3,688",2018-012817TDT,09/18/2018 12:00:00 AM +0000,Under Review,,,Certificate of Transfer-TDR (TDT),TDT,Planning,Letters,Research,Planning/Research/Letters/TDT,,Certificate of Transfer for Transferable Development Rights (from a Transfer Lot),APERRY,Planning,,,,301 VAN NESS AVE 94102,301 VAN NESS AVE
"31,775",2016-013088PRJ,10/11/2016 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"TRADER JOES SIGN - ELECTRIC, WALL, SINGLE FACE SIGN. MAHER NA",FMCMILLE,Planning,,,,10 04TH ST 94103,10 4th Street
"23,966",2017-005232PRJ,04/27/2017 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"The proposal seeks to modify a portion of the roof on an existing single-family dwelling. A shed roof currently exists along the south property line, and the proposal seeks to create a flat roof at the existing second story that will raise the height approximately 2 feet at the south exterior wall.",MCHANDLE,Planning,,,,610 GATES ST 94110,610 GATES ST
"7,412",2018-008674PRJ,06/13/2018 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Re-classification of property -To retain the windows at the property.,VBYRD,Planning,,,,818 RHODE ISLAND ST 94107,818-820 RHODE ISLAND
"37,160",2016-006801PRJ,05/23/2016 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Proposed complete renovation of (E) 100% affordable & retail building. The (E) historic facade to be repaired & windows replaced in-kind. Partial modification to (E) commercial/retail space to accommodate accessible lobby.,,Planning,,,,480 EDDY ST 94109,480 Eddy Street
"61,159",2014.154,10/08/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,6 Unit Condo Conversion (DPW ECP),,Planning,,,,"3330 16TH ST, SAN FRANCISCO, CA 94114",3330 - 3334 16TH ST
"43,986",2015-010668PRJ,12/14/2015 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Proposed new construction of 5 story over basement building with 19 SRO units and 2 commercial units.The PPA was submitted on 8/18/15 and the 90 day deadline is 11/16/15.",VBYRD,Planning,,,,244 09TH ST 94103,244 09TH ST
"58,950",2014-002399PRJ,12/04/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,LEGALIZE IN-LAW UNIT AT FIRST FLOOR PER ORDINANCE 43-14.,MBOUDREA,Planning,,,,1246 38TH AVE 94122,1246 38TH AVE
"11,210",2018-003464PRJ,03/12/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Conditional Use Authorization to establish a non active commercial use at the ground floor of the building (825 sf). Allegre Home Care (applicant) currently operates at this location as an Institutional Use that provides job training, which is not identified as an active commercial use. CUA will formally establish the land use.",MCHANDLE,Planning,,,,2253 MARKET ST 94114,2253 MARKET ST
"62,720",2014.1136,07/22/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,2 Lot Subdivision,,Planning,,,,"700 SOUTH VAN NESS AV, SAN FRANCISCO, CA",700 - 718 SOUTH VAN NESS AV
"54,621",2015-004260PRJ,04/03/2015 12:00:00 AM +0000,Complete,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,CHANGE OF USE FROM EXISTING BEAUTY SALON TO PROPOSED CAFE BUSINESS PER PLAN. N/A MAHER ORDINANCE,EOROPEZA,Planning,,,,2701 SAN BRUNO AVE 94134,2701 SAN BRUNO AVE
"2,094",2018-014760PRL,10/29/2018 12:00:00 AM +0000,Open,,,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,,"Replace 10 vinyl inserts, 8 at the rear with fiberglass, 2 at the front with wood interior aluminum exterior. No grids.NO BBNs or planning code complaints.",EOROPEZA,Planning,,,,409 COUNTRY CLUB DR 94132,409 COUNTRY CLUB DR
573,2018-011328PRJ,12/10/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Add new ADU at rear of ground floor level in (e) building. No changes to front facade of building proposed, not a project under CEQA. Legalization of front unit at ground floor level under separate permit (201808167569) and not in the scope of work for this approval.",DGANETSO,Planning,,,,1391 SHAFTER AVE 94124,1391 SHAFTER
"16,875",2017-013051PRJ,10/11/2017 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"1. New construction of a 4-story, 3 unit residential building.2. Relocate (E) building on site. Raise building to create (N) basement level.",MGIACOMU,Planning,,,,1033 TEXAS ST 94107,1033 TEXAS ST
"5,043",2018-011224PRJ,08/15/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Abatement of Notice of Violation #32018-001519ENF and DBI complaints #201835291 & 201837021. Covers work done out of scope under permit applications 201709279764 & 201801178782. New work includes facade restoration.,MGIACOMU,Planning,,,,2519 HARRISON ST 94110,2519 HARRISON ST
"27,998",2017-000723PRJ,01/18/2017 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,SFDPW - SF Police Department Park Station Rehabilitation Project - 1899 Waller Street,VBYRD,Planning,,,,1101 09TH AVE 94122,SFDPW - SF Police Dept. Park Station Rehab. Proj - 1899 Waller St.
"44,629",2015-015832PRJ,12/02/2015 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Erect a single-faced non-electric double-faced projecting sign. Erect a single-faced non-electric wall sign.,BHICKS,Planning,,,,360 WEST PORTAL AVE 94127,360 West Portal Ave - Signs
"10,434",2018-004429PRJ,03/29/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,LEGALIZATION OF (E) ILLEGAL DWELLING UNIT AS PER ORDINANCE 43-14. WORK TO COMPLY W/ NOTICE OF VIOLATION #201786995,MCHANDLE,Planning,,,,206 HOLLOWAY AVE 94112,206 HOLLOWAY AVE
"63,775",2014.0848,06/05/2014 12:00:00 AM +0000,Pending,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Conditional Use Authorization request to add Other Entertainment to an existing Bar.,,Planning,,,,"2802 24TH ST, SAN FRANCISCO, CA 94110",2800 24TH STREET
"38,078",2016-005739PRJ,05/04/2016 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Proposed removal & replacement of (E) first floor windows at Howard Street. Construction of (N) 12'-6"" building on top of (E) parking structure.",,Planning,,,,1675 HOWARD ST 94103,1675 Howard Street
"7,835",2018-007911PRJ,06/04/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,N) ROOF DECK - REPAIR (E) REAR STAIRS (LESS THAN 50%),MPUTRA,Planning,,,,985 VALENCIA ST 94110,985 VALENCIA ST
"66,218",2014.0243,02/14/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Add a second residential unit at the front of each of three lots that contain one residence at the rear of each lot. Increase number residences from three to six and increase total residential area from 4,917 sf to 16,917 sf.",CTOWNES,Planning,,,,"3931 19TH ST, SAN FRANCISCO, CA 94114",3927-3931 19TH ST
672,2018-016432PIC,12/06/2018 12:00:00 AM +0000,Consultation,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,Applicant submitted a UDU screening application for review.,DGANETSO,Planning,,,,2050 16TH AVE 94116,2050 16TH AVE
"5,467",2018-010741PIC,08/06/2018 12:00:00 AM +0000,Open,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,OTC. 1) DU OTC to convert storage to DU at front building. 2) Expansion of E DU at rear building into lower level storage.,MBOUDREA,Planning,,,,1370 NATOMA ST 94103,1370 Natoma
"28,125",2017-000529PRL,01/12/2017 12:00:00 AM +0000,Open,,,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,,install two new douible hung wood sash windows at the front first floor. new windows to be custom wood windows with ogee lugs to match existing.,SPARKS,Planning,,,,832 BAY ST 94109,832 BAY ST
"8,751",2018-006839PRJ,05/09/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Convert storage space to 3 (N) ADUs per ordinance # 162-16. Infill under (e) cantilevered rooms at rear of building (not visible from PROW, not to exceed 12'). No changes proposed to the front facade of the building.",DGANETSO,Planning,,,,2016 TAYLOR ST 94133,2016 TAYLOR ST
"9,722",2018-005772PRJ,04/17/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,T.I. ON GROUND FL & BASEMENT LEVEL. CHANGE OF USE ON 2ND FLOOR FROM OFFICE/FRIENDSHIP RM TO RETAIL SPACE - ADDING 2916 SQ FT TO EXPAND RETAIL SPACE TO BASEMENT AND 2ND FL. NEW STAIR TO BASEMENT AND 2ND LOOR FROM 1ST FLOOR.,MBOUDREA,Planning,,,,2664 MISSION ST 94110,2664 MISSION ST
777,2018-016316PRL,12/04/2018 12:00:00 AM +0000,Open,,,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,,Replace existing vehicular gate and fencing along front property with mechanical sliding gate and fencing and pedestrian gate.,FMCMILLE,Planning,,,,3627 17TH ST 94114,3627 17TH ST
